323381.6338,1332508.186,1.00E+30
323579.1948,1332508.186,1.00E+30
323776.7557,1332508.186,1.00E+30
323974.3167,1332508.186,1.00E+30
324171.8777,1332508.186,1.00E+30
324369.4387,1332508.186,1.00E+30
324566.9996,1332508.186,1.00E+30
324764.5606,1332508.186,1.00E+30
324962.1216,1332508.186,1.00E+30
325159.6826,1332508.186,1.00E+30
325357.2435,1332508.186,1.00E+30
325554.8045,1332508.186,1.00E+30
325752.3655,1332508.186,1.00E+30
325949.9265,1332508.186,1.00E+30
326147.4874,1332508.186,1.00E+30
326345.0484,1332508.186,1.00E+30
326542.6094,1332508.186,1.00E+30
326740.1704,1332508.186,1.00E+30
326937.7313,1332508.186,1.00E+30
327135.2923,1332508.186,1.00E+30
327332.8533,1332508.186,1.00E+30
327530.4143,1332508.186,1.00E+30
327727.9753,1332508.186,1.00E+30
327925.5362,1332508.186,1.00E+30
328123.0972,1332508.186,1.00E+30
328320.6582,1332508.186,1.00E+30
328518.2192,1332508.186,1.00E+30
328715.7801,1332508.186,1.00E+30
328913.3411,1332508.186,1.00E+30
329110.9021,1332508.186,1.00E+30
329308.4631,1332508.186,1.00E+30
329506.024,1332508.186,1.00E+30
329703.585,1332508.186,1.00E+30
329901.146,1332508.186,1.00E+30
330098.707,1332508.186,1.00E+30
330296.2679,1332508.186,1.00E+30
330493.8289,1332508.186,1.00E+30
330691.3899,1332508.186,1.00E+30
330888.9509,1332508.186,1.00E+30
331086.5118,1332508.186,1.00E+30
331284.0728,1332508.186,1.00E+30
331481.6338,1332508.186,1.00E+30
331679.1948,1332508.186,1.00E+30
331876.7557,1332508.186,1.00E+30
332074.3167,1332508.186,1.00E+30
332271.8777,1332508.186,1.00E+30
332469.4387,1332508.186,1.00E+30
332666.9996,1332508.186,1.00E+30
332864.5606,1332508.186,1.00E+30
333062.1216,1332508.186,1.00E+30
333259.6826,1332508.186,1.00E+30
333457.2435,1332508.186,1.00E+30
333654.8045,1332508.186,1.00E+30
333852.3655,1332508.186,1.00E+30
334049.9265,1332508.186,1.00E+30
334247.4874,1332508.186,1.00E+30
334445.0484,1332508.186,1.00E+30
334642.6094,1332508.186,1.00E+30
334840.1704,1332508.186,1.00E+30
335037.7313,1332508.186,1.00E+30
335235.2923,1332508.186,1.00E+30
335432.8533,1332508.186,1.00E+30
335630.4143,1332508.186,1.00E+30
335827.9753,1332508.186,1.00E+30
336025.5362,1332508.186,1.00E+30
336223.0972,1332508.186,1.00E+30
336420.6582,1332508.186,1.00E+30
336618.2192,1332508.186,1.00E+30
336815.7801,1332508.186,1.00E+30
337013.3411,1332508.186,1.00E+30
337210.9021,1332508.186,1.00E+30
337408.4631,1332508.186,1.00E+30
337606.024,1332508.186,1.00E+30
337803.585,1332508.186,1.00E+30
338001.146,1332508.186,1.00E+30
338198.707,1332508.186,1.00E+30
338396.2679,1332508.186,1.00E+30
338593.8289,1332508.186,1.00E+30
338791.3899,1332508.186,1.00E+30
338988.9509,1332508.186,1.00E+30
339186.5118,1332508.186,1.00E+30
339384.0728,1332508.186,1.00E+30
323381.6338,1332310.485,1.00E+30
323579.1948,1332310.485,1.00E+30
323776.7557,1332310.485,1.00E+30
323974.3167,1332310.485,1.00E+30
324171.8777,1332310.485,1.00E+30
324369.4387,1332310.485,1.00E+30
324566.9996,1332310.485,1.00E+30
324764.5606,1332310.485,1.00E+30
324962.1216,1332310.485,1.00E+30
325159.6826,1332310.485,1.00E+30
325357.2435,1332310.485,1.00E+30
325554.8045,1332310.485,1.00E+30
325752.3655,1332310.485,1.00E+30
325949.9265,1332310.485,1.00E+30
326147.4874,1332310.485,1.00E+30
326345.0484,1332310.485,1.00E+30
326542.6094,1332310.485,1.00E+30
326740.1704,1332310.485,1.00E+30
326937.7313,1332310.485,1.00E+30
327135.2923,1332310.485,1.00E+30
327332.8533,1332310.485,1.00E+30
327530.4143,1332310.485,1.00E+30
327727.9753,1332310.485,1.00E+30
327925.5362,1332310.485,1.00E+30
328123.0972,1332310.485,1.00E+30
328320.6582,1332310.485,1.00E+30
328518.2192,1332310.485,1.00E+30
328715.7801,1332310.485,1.00E+30
328913.3411,1332310.485,1.00E+30
329110.9021,1332310.485,1.00E+30
329308.4631,1332310.485,1.00E+30
329506.024,1332310.485,1.00E+30
329703.585,1332310.485,1.00E+30
329901.146,1332310.485,1.00E+30
330098.707,1332310.485,1.00E+30
330296.2679,1332310.485,1.00E+30
330493.8289,1332310.485,1.00E+30
330691.3899,1332310.485,1.00E+30
330888.9509,1332310.485,1.00E+30
331086.5118,1332310.485,1.00E+30
331284.0728,1332310.485,1.00E+30
331481.6338,1332310.485,1.00E+30
331679.1948,1332310.485,1.00E+30
331876.7557,1332310.485,1.00E+30
332074.3167,1332310.485,1.00E+30
332271.8777,1332310.485,1.00E+30
332469.4387,1332310.485,1.00E+30
332666.9996,1332310.485,1.00E+30
332864.5606,1332310.485,1.00E+30
333062.1216,1332310.485,1.00E+30
333259.6826,1332310.485,1.00E+30
333457.2435,1332310.485,1.00E+30
333654.8045,1332310.485,1.00E+30
333852.3655,1332310.485,1.00E+30
334049.9265,1332310.485,1.00E+30
334247.4874,1332310.485,1.00E+30
334445.0484,1332310.485,1.00E+30
334642.6094,1332310.485,1.00E+30
334840.1704,1332310.485,-10214.41113
335037.7313,1332310.485,-10176.0127
