9236.850586,9274.788086,9283.199219,9283.759766,9317.699219
9337.676758,9346.288086,9430.365234,9496.802734,9543.564453
9589.34375,9618.501953,9630.81543,9653.018555,9682.004883
9072.401367,9083.100586,9086.978516,9125.176758,9167.704102
9214.115234,9280.479492,9313.107422,9320.371094,9353.216797
9392.1875,9400.285156,9459.381836,9537.842773,9600.816406
9669.477539,9723.404297,9746.952148,9782.806641,9811.493164
9820.527344,9796.219727,9747.396484,9701.583008,9656.085938
9077.445313,9057.551758,9041.513672,9056.408203,9104.612305
9173.599609,9253.03125,9312.71582,9344.401367,9357.447266
9382.769531,9389.774414,9454.290039,9523.558594,9590.050781
9680.389648,9757.53418,9805.950195,9850.237305,9876.797852
9872.15918,9855.258789,9817.879883,9776.62793,9719.551758
9138.704102,9085.290039,9027.731445,9015.049805,9022.900391
9028.02832,9056.68457,9056.216797,9036.128906,9052.134766
9153.412109,9238.975586,9302.80957,9328.421875,9333.631836
9343.84082,9358.579102,9424.40918,9497.375,9577.983398
9648.688477,9731.15625,9799.706055,9854.194336,9883.036133
9883.874023,9863.205078,9839.578125,9807.325195,9759.706055
9726.264648,9766.443359,9776.928711,9736.973633,9747.094727
9197.205078,9128.55957,9020.626953,8977.485352,8966.230469
8977.884766,9022.216797,9053.823242,9040.746094,9034.231445
9087.138672,9187.15625,9247.613281,9269.936523,9290.124023
9302.469727,9316.472656,9376.933594,9466.844727,9565.917969
9649.459961,9716.625977,9776.615234,9837.429688,9871.566406
9888.017578,9872.279297,9843.485352,9803.727539,9774.139648
9748.912109,9766.160156,9794.256836,9758.094727,9735.399414
9864.782227,9990.816406,10023.64844,10044.53223,10105.20898
9238.814453,9170.386719,9074.407227,8997.530273,8986.620117
8986.314453,9002.033203,9037.008789,9055.558594,9030.336914
9043.441406,9113.428711,9175.317383,9212.503906,9248.825195
9266.78418,9269.388672,9320.334961,9414.47168,9502.264648
9587.816406,9665.955078,9743.538086,9811.530273,9858.576172
9877.573242,9886.881836,9871.99707,9822.931641,9800.494141
9783.032227,9764.782227,9770.511719,9753.391602,9727.836914
9836.666992,10005.58789,10085.31348,10133.34766,10178.46777
10252.21582,10345.76856,9272.376953,9262.043945,9265.21875
9247.681641,9200.095703,9160.587891,9092.791992,9032.814453
9027.216797,9020.833984,9021.004883,9033.652344,9006.453125
8983.100586,8954.762695,9074.350586,9140.65625,9202.00293
9213.289063,9202.553711,9258.426758,9348.356445,9434.006836
9515.813477,9591.100586,9684.250977,9768.291992,9827.796875
9853.353516,9885.766602,9889.171875,9859.905273,9845.230469
9833.93457,9820.94043,9806.758789,9778.912109,9758.317383
9851.356445,10036.71875,10122.3457,10182.70508,10235.42188
9264.387695,9261.064453,9227.75293,9178.464844,9074.730469
9062.385742,9044.385742,9029.69043,9020.432617,9005.362305
8965.706055,8924.138672,8963.308594,9040.958008,9130.860352
9172.630859,9171.894531,9213.719727,9305.848633,9389.662109
9464.068359,9544.333984,9644.824219,9735.182617,9804.31543
9840.506836,9875.641602,9879.386719,9832.858398,9815.853516
9818.366211,9824.882813,9816.038086,9795.614258,9788.199219
9876.147461,10040.96387,10127.8252,10208.21973,10282.11328
9320.930664,9331.629883,9299.617188,9259.34375,9132.026367
9089.949219,9058.666992,9039.109375,9008.987305,9004.066406
8971.750977,8938.474609,8951.026367,8964.09668,9054.869141
9123.110352,9145.293945,9167.196289,9245.495117,9336.083984
9403.087891,9483.737305,9577.972656,9670.921875,9738.022461
9783.834961,9833.169922,9827.932617,9764.356445,9759.128906
9768.147461,9778.624023,9770.599609,9765.178711,9784.299805
9871.961914,9999.523438,10096.72461,10177.26758,10285.80664
10334.08496,10337.44043,10408.90039,10476.53516,10489.60254
9363.989258,9353.611328,9334.492188,9292.056641,9213.239258
9095.079102,9064.017578,9031.899414,8993.862305,8978.639648
8960.087891,8920.96582,8939.367188,8939.568359,9014.436523
9079.254883,9082.248047,9112.273438,9174.814453,9237.546875
9311.945313,9409.549805,9511.145508,9601.694336,9679.75293
9739.075195,9784.260742,9766.130859,9676.505859,9684.65918
9703.361328,9702.716797,9687.047852,9689.264648,9746.980469
9855.009766,9973.087891,10076.14453,10155.19922,10255.93262
10355.36328,10340.91016,10365.94434,10424.63672,10470.58203
9040.44043,9054.835938,9084.067383,9104.255859,9247.31543
9374.026367,9338.118164,9337.216797,9320.925781,9263.921875
9135.862305,9068.754883,9028.871094,8996.148438,8951.026367
8928.435547,8907.862305,8888.560547,8921.362305,8999.692383
