!
!     ZIMS FILE NAME :  Top_EMI5_200
!     FORMATTED FILE CREATION DATE: 08/03/2022
!     FORMATTED FILE CREATION TIME: 10:37
!     COORDINATE REFERENCE SYSTEM: CardonIV_LaCanoa_WGS84
!
@Grid HEADER, GRID, 5
 15,  0.1000000E+31,  ,  7,  1
   87,  82,  323282.8533,  339482.8533,  1315407.0366,  1332607.0366
   0.0000,  200.0000,  200.0000
@
-9072.4014	-9083.1006	-9086.9785	-9125.1768	-9167.7041
-9214.1152	-9280.4795	-9313.1074	-9320.3711	-9353.2168
-9392.1875	-9400.2852	-9459.3818	-9537.8428	-9600.8164
-9669.4775	-9723.4043	-9746.9521	-9782.8066	-9811.4932
-9820.5273	-9796.2197	-9747.3965	-9701.583	-9656.0859
-9077.4453	-9057.5518	-9041.5137	-9056.4082	-9104.6123
-9173.5996	-9253.0313	-9312.7158	-9344.4014	-9357.4473
-9382.7695	-9389.7744	-9454.29	-9523.5586	-9590.0508
-9680.3896	-9757.5342	-9805.9502	-9850.2373	-9876.7979
-9872.1592	-9855.2588	-9817.8799	-9776.6279	-9719.5518
-9138.7041	-9085.29	-9027.7314	-9015.0498	-9022.9004
-9028.0283	-9056.6846	-9056.2168	-9036.1289	-9052.1348
-9153.4121	-9238.9756	-9302.8096	-9328.4219	-9333.6318
-9343.8408	-9358.5791	-9424.4092	-9497.375	-9577.9834
-9648.6885	-9731.1563	-9799.7061	-9854.1943	-9883.0361
-9883.874	-9863.2051	-9839.5781	-9807.3252	-9759.7061
-9726.2646	-9766.4434	-9776.9287	-9736.9736	-9747.0947
-9197.2051	-9128.5596	-9020.627	-8977.4854	-8966.2305
-8977.8848	-9022.2168	-9053.8232	-9040.7461	-9034.2314
-9087.1387	-9187.1563	-9247.6133	-9269.9365	-9290.124
-9302.4697	-9316.4727	-9376.9336	-9466.8447	-9565.918
-9649.46	-9716.626	-9776.6152	-9837.4297	-9871.5664
-9888.0176	-9872.2793	-9843.4854	-9803.7275	-9774.1396
-9748.9121	-9766.1602	-9794.2568	-9758.0947	-9735.3994
-9864.7822	-9990.8164	-10023.6484	-10044.5322	-10105.209
-9238.8145	-9170.3867	-9074.4072	-8997.5303	-8986.6201
-8986.3145	-9002.0332	-9037.0088	-9055.5586	-9030.3369
-9043.4414	-9113.4287	-9175.3174	-9212.5039	-9248.8252
-9266.7842	-9269.3887	-9320.335	-9414.4717	-9502.2646
-9587.8164	-9665.9551	-9743.5381	-9811.5303	-9858.5762
-9877.5732	-9886.8818	-9871.9971	-9822.9316	-9800.4941
-9783.0322	-9764.7822	-9770.5117	-9753.3916	-9727.8369
-9836.667	-10005.5879	-10085.3135	-10133.3477	-10178.4678
-9247.6816	-9200.0957	-9160.5879	-9092.792	-9032.8145
-9027.2168	-9020.834	-9021.0049	-9033.6523	-9006.4531
-8983.1006	-8954.7627	-9074.3506	-9140.6563	-9202.0029
-9213.2891	-9202.5537	-9258.4268	-9348.3564	-9434.0068
-9515.8135	-9591.1006	-9684.251	-9768.292	-9827.7969
-9853.3535	-9885.7666	-9889.1719	-9859.9053	-9845.2305
-9833.9346	-9820.9404	-9806.7588	-9778.9121	-9758.3174
-9851.3564	-10036.7188	-10122.3457	-10182.7051	-10235.4219
-9264.3877	-9261.0645	-9227.7529	-9178.4648	-9074.7305
-9062.3857	-9044.3857	-9029.6904	-9020.4326	-9005.3623
-8965.7061	-8924.1387	-8963.3086	-9040.958	-9130.8604
-9172.6309	-9171.8945	-9213.7197	-9305.8486	-9389.6621
-9464.0684	-9544.334	-9644.8242	-9735.1826	-9804.3154
-9840.5068	-9875.6416	-9879.3867	-9832.8584	-9815.8535
-9818.3662	-9824.8828	-9816.0381	-9795.6143	-9788.1992
-9876.1475	-10040.9639	-10127.8252	-10208.2197	-10282.1133
-9320.9307	-9331.6299	-9299.6172	-9259.3438	-9132.0264
-9089.9492	-9058.667	-9039.1094	-9008.9873	-9004.0664
-8971.751	-8938.4746	-8951.0264	-8964.0967	-9054.8691
-9123.1104	-9145.2939	-9167.1963	-9245.4951	-9336.084
-9403.0879	-9483.7373	-9577.9727	-9670.9219	-9738.0225
